"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
606,"controproposta si",13.6,86.4,"Brenzikofen (BE)",
607,"controproposta si",9.7,90.3,"Freimettigen (BE)",
608,"controproposta si",20.9,79.1,"Grosshöchstetten (BE)",
609,"controproposta si",12.5,87.5,"Häutligen (BE)",
610,"controproposta si",16.4,83.6,"Herbligen (BE)",
611,"controproposta si",17.5,82.5,"Kiesen (BE)",
612,"controproposta si",20.2,79.8,"Konolfingen (BE)",
613,"controproposta si",12.5,87.5,"Landiswil (BE)",
614,"controproposta si",10,90,"Linden (BE)",
615,"controproposta si",11.8,88.2,"Mirchel (BE)",
616,"controproposta si",32.3,67.7,"Münsingen (BE)",
617,"controproposta si",28.5,71.5,"Niederhünigen (BE)",
619,"controproposta si",22.4,77.6,"Oberdiessbach (BE)",
620,"controproposta si",13.4,86.6,"Oberthal (BE)",
622,"controproposta si",25.4,74.6,"Oppligen (BE)",
623,"controproposta si",30.1,69.9,"Rubigen (BE)",
626,"controproposta si",22.3,77.7,"Walkringen (BE)",
627,"controproposta si",29,71,"Worb (BE)",
628,"controproposta si",17.6,82.4,"Zäziwil (BE)",
630,"controproposta si",18.9,81.1,"Allmendingen (BE)",
632,"controproposta si",20.7,79.3,"Wichtrach (BE)",
662,"controproposta si",18.8,81.2,"Ferenbalm (BE)",
663,"controproposta si",24.5,75.5,"Frauenkappelen (BE)",
665,"controproposta si",22.5,77.5,"Gurbrü (BE)",
666,"controproposta si",16.5,83.5,"Kriechenwil (BE)",
667,"controproposta si",28,72,"Laupen (BE)",
668,"controproposta si",19.1,80.9,"Mühleberg (BE)",
669,"controproposta si",19.8,80.2,"Villars-les-Moines (BE)",
670,"controproposta si",22,78,"Neuenegg (BE)",
671,"controproposta si",11.8,88.2,"Wileroltigen (BE)",
681,"controproposta si",35.3,64.7,"Belprahon (BE)",
683,"controproposta si",6.2,93.8,"Champoz (BE)",
687,"controproposta si",8.8,91.2,"Corcelles (BE)",
690,"controproposta si",12.3,87.7,"Court (BE)",
691,"controproposta si",26.9,73.1,"Crémines (BE)",
692,"controproposta si",24,76,"Eschert (BE)",
694,"controproposta si",16.2,83.8,"Grandval (BE)",
696,"controproposta si",17.4,82.6,"Loveresse (BE)",
700,"controproposta si",31.3,68.7,"Moutier (BE)",
701,"controproposta si",15,85,"Perrefitte (BE)",
703,"controproposta si",19.3,80.7,"Reconvilier (BE)",
704,"controproposta si",0,100,"Roches (BE)",
706,"controproposta si",13.4,86.6,"Saicourt (BE)",
707,"due no",18.6,81.4,"Saules (BE)",
708,"due no",38.9,61.1,"La Scheulte (BE)",
709,"nessun risultato",22.2,77.8,"Seehof (BE)",
711,"controproposta si",26.9,73.1,"Sorvilier (BE)",
713,"controproposta si",26.3,73.7,"Tavannes (BE)",
715,"due no",27.8,72.2,"Rebévelier (BE)",
716,"controproposta si",31.4,68.6,"Petit-Val (BE)",
717,"controproposta si",17.6,82.4,"Valbirse (BE)",
723,"controproposta si",34.8,65.2,"La Neuveville (BE)",
724,"controproposta si",19.1,80.9,"Nods (BE)",
726,"controproposta si",29.5,70.5,"Plateau de Diesse (BE)",
731,"controproposta si",18.3,81.7,"Aegerten (BE)",
732,"controproposta si",15.9,84.1,"Bellmund (BE)",
733,"controproposta si",29.2,70.8,"Brügg (BE)",
734,"controproposta si",16.3,83.7,"Bühl (BE)",
735,"controproposta si",10.4,89.6,"Epsach (BE)",
736,"controproposta si",21.5,78.5,"Hagneck (BE)",
737,"controproposta si",20.5,79.5,"Hermrigen (BE)",
738,"controproposta si",19.5,80.5,"Jens (BE)",
739,"controproposta si",25,75,"Ipsach (BE)",
740,"controproposta si",32.1,67.9,"Gléresse (BE)",
741,"controproposta si",26.1,73.9,"Merzligen (BE)",
742,"controproposta si",12.5,87.5,"Mörigen (BE)",
743,"controproposta si",39.8,60.2,"Nidau (BE)",
744,"controproposta si",19.3,80.7,"Orpund (BE)",
745,"controproposta si",21.2,78.8,"Port (BE)",
746,"controproposta si",15.1,84.9,"Safnern (BE)",
747,"controproposta si",19.4,80.6,"Scheuren (BE)",
748,"controproposta si",9.3,90.7,"Schwadernau (BE)",
749,"controproposta si",13.6,86.4,"Studen (BE)",
750,"controproposta si",23.9,76.1,"Sutz-Lattrigen (BE)",
751,"controproposta si",21.4,78.6,"Täuffelen (BE)",
754,"controproposta si",13.5,86.5,"Walperswil (BE)",
755,"controproposta si",18.2,81.8,"Worben (BE)",
756,"controproposta si",27.5,72.5,"Douanne-Daucher (BE)",
761,"due no",6.4,93.6,"Därstetten (BE)",
762,"controproposta si",11,89,"Diemtigen (BE)",
763,"controproposta si",16.3,83.7,"Erlenbach im Simmental (BE)",
766,"controproposta si",11,89,"Oberwil im Simmental (BE)",
767,"controproposta si",14,86,"Reutigen (BE)",
768,"controproposta si",26.5,73.5,"Spiez (BE)",
769,"controproposta si",16.5,83.5,"Wimmis (BE)",
770,"controproposta si",16.8,83.2,"Stocken-Höfen (BE)",
782,"controproposta si",16.5,83.5,"Guttannen (BE)",
783,"controproposta si",14,86,"Hasliberg (BE)",
784,"controproposta si",14.2,85.8,"Innertkirchen (BE)",
785,"controproposta si",19.3,80.7,"Meiringen (BE)",
786,"controproposta si",10.6,89.4,"Schattenhalb (BE)",
791,"controproposta si",13.7,86.3,"Boltigen (BE)",
792,"controproposta si",12.5,87.5,"Lenk (BE)",
793,"controproposta si",8.1,91.9,"Saint-Etienne (BE)",
794,"controproposta si",19.8,80.2,"Zweisimmen (BE)",
841,"controproposta si",27.7,72.3,"Gsteig (BE)",
842,"controproposta si",9,91,"Lauenen (BE)",
843,"controproposta si",13.9,86.1,"Gessenay (BE)",
852,"controproposta si",15.7,84.3,"Guggisberg (BE)",
853,"controproposta si",15,85,"Rüschegg (BE)",
855,"controproposta si",23.5,76.5,"Schwarzenburg (BE)",
861,"controproposta si",24.6,75.4,"Belp (BE)",
863,"controproposta si",20.9,79.1,"Burgistein (BE)",
866,"controproposta si",24.6,75.4,"Gerzensee (BE)",
867,"controproposta si",19.8,80.2,"Gurzelen (BE)",
868,"controproposta si",22.3,77.7,"Jaberg (BE)",
869,"controproposta si",32.3,67.7,"Kaufdorf (BE)",
870,"controproposta si",33.2,66.8,"Kehrsatz (BE)",
872,"controproposta si",17,83,"Kirchdorf (BE)",
879,"controproposta si",17,83,"Riggisberg (BE)",
880,"controproposta si",13.9,86.1,"Rüeggisberg (BE)",
883,"controproposta si",21.7,78.3,"Seftigen (BE)",
884,"controproposta si",21.4,78.6,"Toffen (BE)",
885,"controproposta si",21,79,"Uttigen (BE)",
886,"controproposta si",16.7,83.3,"Wattenwil (BE)",
888,"controproposta si",15.8,84.2,"Wald (BE)",
889,"controproposta si",24.1,75.9,"Thurnen (BE)",
901,"controproposta si",9,91,"Eggiwil (BE)",
902,"controproposta si",26.8,73.2,"Langnau im Emmental (BE)",
903,"controproposta si",11.3,88.7,"Lauperswil (BE)",
904,"controproposta si",4.4,95.6,"Röthenbach im Emmental (BE)",
905,"controproposta si",13.3,86.7,"Rüderswil (BE)",
906,"controproposta si",5.4,94.6,"Schangnau (BE)",
907,"controproposta si",13.6,86.4,"Signau (BE)",
908,"controproposta si",17.7,82.3,"Trub (BE)",
909,"controproposta si",17.5,82.5,"Trubschachen (BE)",
921,"controproposta si",16,84,"Amsoldingen (BE)",
922,"controproposta si",17.5,82.5,"Blumenstein (BE)",
923,"due no",8.4,91.6,"Buchholterberg (BE)",
924,"due no",10.7,89.3,"Eriz (BE)",
925,"due no",11.5,88.5,"Fahrni (BE)",
927,"controproposta si",22.8,77.2,"Heiligenschwendi (BE)",
928,"controproposta si",15.9,84.1,"Heimberg (BE)",
929,"controproposta si",27.1,72.9,"Hilterfingen (BE)",
931,"controproposta si",8.6,91.4,"Homberg (BE)",
932,"controproposta si",13.6,86.4,"Horrenbach-Buchen (BE)",
934,"controproposta si",23.8,76.2,"Oberhofen am Thunersee (BE)",
935,"due no",11.4,88.6,"Oberlangenegg (BE)",
936,"controproposta si",8.7,91.3,"Pohlern (BE)",
938,"controproposta si",17.3,82.7,"Sigriswil (BE)",
939,"controproposta si",23.9,76.1,"Steffisburg (BE)",
940,"controproposta si",5.2,94.8,"Teuffenthal (BE)",
941,"controproposta si",19.3,80.7,"Thierachern (BE)",
942,"controproposta si",29.4,70.6,"Thoune (BE)",
943,"controproposta si",12.4,87.6,"Uebeschi (BE)",
944,"controproposta si",17.4,82.6,"Uetendorf (BE)",
945,"due no",14.2,85.8,"Unterlangenegg (BE)",
946,"due no",6.2,93.8,"Wachseldorn (BE)",
948,"controproposta si",18.1,81.9,"Forst-Längenbühl (BE)",
951,"controproposta si",8.3,91.7,"Affoltern im Emmental (BE)",
952,"controproposta si",7.4,92.6,"Dürrenroth (BE)",
953,"controproposta si",14.9,85.1,"Eriswil (BE)",
954,"controproposta si",17.1,82.9,"Huttwil (BE)",
955,"controproposta si",17.4,82.6,"Lützelflüh (BE)",
956,"controproposta si",12.6,87.4,"Rüegsau (BE)",
957,"controproposta si",17,83,"Sumiswald (BE)",
958,"controproposta si",14.4,85.6,"Trachselwald (BE)",
959,"controproposta si",9.8,90.2,"Walterswil (BE)",
960,"controproposta si",13.3,86.7,"Wyssachen (BE)",
971,"controproposta si",12.2,87.8,"Attiswil (BE)",
972,"controproposta si",8,92,"Berken (BE)",
973,"controproposta si",18.4,81.6,"Bettenhausen (BE)",
975,"due no",19,81,"Farnern (BE)",
976,"controproposta si",18.2,81.8,"Graben (BE)",
977,"controproposta si",13.5,86.5,"Heimenhausen (BE)",
979,"controproposta si",22.6,77.4,"Herzogenbuchsee (BE)",
980,"controproposta si",9.8,90.2,"Inkwil (BE)",
981,"controproposta si",16,84,"Niederbipp (BE)",
982,"controproposta si",15.8,84.2,"Niederönz (BE)",
983,"controproposta si",14.7,85.3,"Oberbipp (BE)",
985,"controproposta si",12.7,87.3,"Ochlenberg (BE)",
987,"controproposta si",7.3,92.7,"Rumisberg (BE)",
988,"controproposta si",14.7,85.3,"Seeberg (BE)",
989,"controproposta si",10.5,89.5,"Thörigen (BE)",
990,"due no",10,90,"Walliswil bei Niederbipp (BE)",
991,"controproposta si",14.8,85.2,"Walliswil bei Wangen (BE)",
992,"controproposta si",11.2,88.8,"Wangen an der Aare (BE)",
995,"controproposta si",17.3,82.7,"Wiedlisbach (BE)",
