"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
423,3.6,3.6,96.4,"Willadingen (BE)",
424,14.9,14.9,85.1,"Wynigen (BE)",
431,21.6,21.6,78.4,"Corgémont (BE)",
432,40,40,60,"Cormoret (BE)",
433,22,22,78,"Cortébert (BE)",
434,26.3,26.3,73.7,"Courtelary (BE)",
435,23.6,23.6,76.4,"La Ferrière (BE)",
437,21.6,21.6,78.4,"Mont-Tramelan (BE)",
438,24,24,76,"Orvin (BE)",
441,23.8,23.8,76.2,"Renan (BE)",
442,27.1,27.1,72.9,"Romont (BE)",
443,27.3,27.3,72.7,"Saint-Imier (BE)",
444,17.5,17.5,82.5,"Sonceboz-Sombeval (BE)",
445,24.9,24.9,75.1,"Sonvilier (BE)",
446,25.2,25.2,74.8,"Tramelan (BE)",
448,39,39,61,"Villeret (BE)",
449,35.5,35.5,64.5,"Sauge (BE)",
450,21,21,79,"Péry-La Heutte (BE)",
491,15.8,15.8,84.2,"Brüttelen (BE)",
492,27.4,27.4,72.6,"Cerlier (BE)",
493,15.9,15.9,84.1,"Finsterhennen (BE)",
494,20.9,20.9,79.1,"Gals (BE)",
495,21.1,21.1,78.9,"Gampelen (BE)",
496,25.5,25.5,74.5,"Anet (BE)",
497,13.9,13.9,86.1,"Lüscherz (BE)",
498,16,16,84,"Müntschemier (BE)",
499,15.3,15.3,84.7,"Siselen (BE)",
500,9.3,9.3,90.7,"Treiten (BE)",
501,33.1,33.1,66.9,"Tschugg (BE)",
502,20.7,20.7,79.3,"Vinelz (BE)",
533,24.5,24.5,75.5,"Bätterkinden (BE)",
538,24.2,24.2,75.8,"Fraubrunnen (BE)",
540,25.9,25.9,74.1,"Jegenstorf (BE)",
541,27.7,27.7,72.3,"Iffwil (BE)",
543,19.6,19.6,80.4,"Mattstetten (BE)",
544,23.2,23.2,76.8,"Moosseedorf (BE)",
546,28,28,72,"Münchenbuchsee (BE)",
551,25.1,25.1,74.9,"Urtenen-Schönbühl (BE)",
552,20.1,20.1,79.9,"Utzenstorf (BE)",
553,20.3,20.3,79.7,"Wiggiswil (BE)",
554,13.9,13.9,86.1,"Wiler bei Utzenstorf (BE)",
556,0,0,100,"Zielebach (BE)",
557,20.1,20.1,79.9,"Zuzwil (BE)",
561,8.8,8.8,91.2,"Adelboden (BE)",
562,14.3,14.3,85.7,"Aeschi bei Spiez (BE)",
563,12.3,12.3,87.7,"Frutigen (BE)",
564,8.8,8.8,91.2,"Kandergrund (BE)",
565,19.2,19.2,80.8,"Kandersteg (BE)",
566,17.5,17.5,82.5,"Krattigen (BE)",
567,12.9,12.9,87.1,"Reichenbach im Kandertal (BE)",
571,21.6,21.6,78.4,"Beatenberg (BE)",
572,18.5,18.5,81.5,"Bönigen (BE)",
573,17,17,83,"Brienz (BE)",
574,16.4,16.4,83.6,"Brienzwiler (BE)",
575,10.4,10.4,89.6,"Därligen (BE)",
576,9.1,9.1,90.9,"Grindelwald (BE)",
577,16.2,16.2,83.8,"Gsteigwiler (BE)",
578,12.6,12.6,87.4,"Gündlischwand (BE)",
579,11.1,11.1,88.9,"Habkern (BE)",
580,11.8,11.8,88.2,"Hofstetten bei Brienz (BE)",
581,26.9,26.9,73.1,"Interlaken (BE)",
582,21.9,21.9,78.1,"Iseltwald (BE)",
584,12.1,12.1,87.9,"Lauterbrunnen (BE)",
585,16.9,16.9,83.1,"Leissigen (BE)",
586,12.3,12.3,87.7,"Lütschental (BE)",
587,20.5,20.5,79.5,"Matten bei Interlaken (BE)",
588,18.6,18.6,81.4,"Niederried bei Interlaken (BE)",
589,25.7,25.7,74.3,"Oberried am Brienzersee (BE)",
590,18.8,18.8,81.2,"Ringgenberg (BE)",
591,10.8,10.8,89.2,"Saxeten (BE)",
592,17.2,17.2,82.8,"Schwanden bei Brienz (BE)",
593,21.5,21.5,78.5,"Unterseen (BE)",
594,15.4,15.4,84.6,"Wilderswil (BE)",
602,11.7,11.7,88.3,"Arni (BE)",
603,20.1,20.1,79.9,"Biglen (BE)",
605,13,13,87,"Bowil (BE)",
606,13.6,13.6,86.4,"Brenzikofen (BE)",
607,9.7,9.7,90.3,"Freimettigen (BE)",
608,20.9,20.9,79.1,"Grosshöchstetten (BE)",
609,12.5,12.5,87.5,"Häutligen (BE)",
610,16.4,16.4,83.6,"Herbligen (BE)",
611,17.5,17.5,82.5,"Kiesen (BE)",
612,20.2,20.2,79.8,"Konolfingen (BE)",
613,12.5,12.5,87.5,"Landiswil (BE)",
614,10,10,90,"Linden (BE)",
615,11.8,11.8,88.2,"Mirchel (BE)",
616,32.3,32.3,67.7,"Münsingen (BE)",
617,28.5,28.5,71.5,"Niederhünigen (BE)",
619,22.4,22.4,77.6,"Oberdiessbach (BE)",
620,13.4,13.4,86.6,"Oberthal (BE)",
622,25.4,25.4,74.6,"Oppligen (BE)",
623,30.1,30.1,69.9,"Rubigen (BE)",
626,22.3,22.3,77.7,"Walkringen (BE)",
627,29,29,71,"Worb (BE)",
628,17.6,17.6,82.4,"Zäziwil (BE)",
630,18.9,18.9,81.1,"Allmendingen (BE)",
632,20.7,20.7,79.3,"Wichtrach (BE)",
662,18.8,18.8,81.2,"Ferenbalm (BE)",
663,24.5,24.5,75.5,"Frauenkappelen (BE)",
665,22.5,22.5,77.5,"Gurbrü (BE)",
666,16.5,16.5,83.5,"Kriechenwil (BE)",
667,28,28,72,"Laupen (BE)",
668,19.1,19.1,80.9,"Mühleberg (BE)",
669,19.8,19.8,80.2,"Villars-les-Moines (BE)",
670,22,22,78,"Neuenegg (BE)",
671,11.8,11.8,88.2,"Wileroltigen (BE)",
681,35.3,35.3,64.7,"Belprahon (BE)",
683,6.2,6.2,93.8,"Champoz (BE)",
687,8.8,8.8,91.2,"Corcelles (BE)",
690,12.3,12.3,87.7,"Court (BE)",
691,26.9,26.9,73.1,"Crémines (BE)",
692,24,24,76,"Eschert (BE)",
694,16.2,16.2,83.8,"Grandval (BE)",
696,17.4,17.4,82.6,"Loveresse (BE)",
700,31.3,31.3,68.7,"Moutier (BE)",
701,15,15,85,"Perrefitte (BE)",
703,19.3,19.3,80.7,"Reconvilier (BE)",
704,0,0,100,"Roches (BE)",
706,13.4,13.4,86.6,"Saicourt (BE)",
707,18.6,18.6,81.4,"Saules (BE)",
708,38.9,38.9,61.1,"La Scheulte (BE)",
709,22.2,22.2,77.8,"Seehof (BE)",
711,26.9,26.9,73.1,"Sorvilier (BE)",
713,26.3,26.3,73.7,"Tavannes (BE)",
715,27.8,27.8,72.2,"Rebévelier (BE)",
716,31.4,31.4,68.6,"Petit-Val (BE)",
717,17.6,17.6,82.4,"Valbirse (BE)",
723,34.8,34.8,65.2,"La Neuveville (BE)",
724,19.1,19.1,80.9,"Nods (BE)",
726,29.5,29.5,70.5,"Plateau de Diesse (BE)",
731,18.3,18.3,81.7,"Aegerten (BE)",
732,15.9,15.9,84.1,"Bellmund (BE)",
733,29.2,29.2,70.8,"Brügg (BE)",
734,16.3,16.3,83.7,"Bühl (BE)",
735,10.4,10.4,89.6,"Epsach (BE)",
736,21.5,21.5,78.5,"Hagneck (BE)",
737,20.5,20.5,79.5,"Hermrigen (BE)",
738,19.5,19.5,80.5,"Jens (BE)",
739,25,25,75,"Ipsach (BE)",
740,32.1,32.1,67.9,"Gléresse (BE)",
741,26.1,26.1,73.9,"Merzligen (BE)",
742,12.5,12.5,87.5,"Mörigen (BE)",
743,39.8,39.8,60.2,"Nidau (BE)",
744,19.3,19.3,80.7,"Orpund (BE)",
745,21.2,21.2,78.8,"Port (BE)",
746,15.1,15.1,84.9,"Safnern (BE)",
747,19.4,19.4,80.6,"Scheuren (BE)",
748,9.3,9.3,90.7,"Schwadernau (BE)",
749,13.6,13.6,86.4,"Studen (BE)",
750,23.9,23.9,76.1,"Sutz-Lattrigen (BE)",
751,21.4,21.4,78.6,"Täuffelen (BE)",
754,13.5,13.5,86.5,"Walperswil (BE)",
755,18.2,18.2,81.8,"Worben (BE)",
756,27.5,27.5,72.5,"Douanne-Daucher (BE)",
761,6.4,6.4,93.6,"Därstetten (BE)",
762,11,11,89,"Diemtigen (BE)",
763,16.3,16.3,83.7,"Erlenbach im Simmental (BE)",
766,11,11,89,"Oberwil im Simmental (BE)",
767,14,14,86,"Reutigen (BE)",
768,26.5,26.5,73.5,"Spiez (BE)",
769,16.5,16.5,83.5,"Wimmis (BE)",
770,16.8,16.8,83.2,"Stocken-Höfen (BE)",
782,16.5,16.5,83.5,"Guttannen (BE)",
783,14,14,86,"Hasliberg (BE)",
784,14.2,14.2,85.8,"Innertkirchen (BE)",
785,19.3,19.3,80.7,"Meiringen (BE)",
786,10.6,10.6,89.4,"Schattenhalb (BE)",
791,13.7,13.7,86.3,"Boltigen (BE)",
792,12.5,12.5,87.5,"Lenk (BE)",
793,8.1,8.1,91.9,"Saint-Etienne (BE)",
794,19.8,19.8,80.2,"Zweisimmen (BE)",
841,27.7,27.7,72.3,"Gsteig (BE)",
842,9,9,91,"Lauenen (BE)",
843,13.9,13.9,86.1,"Gessenay (BE)",
852,15.7,15.7,84.3,"Guggisberg (BE)",
853,15,15,85,"Rüschegg (BE)",
855,23.5,23.5,76.5,"Schwarzenburg (BE)",
861,24.6,24.6,75.4,"Belp (BE)",
863,20.9,20.9,79.1,"Burgistein (BE)",
866,24.6,24.6,75.4,"Gerzensee (BE)",
867,19.8,19.8,80.2,"Gurzelen (BE)",
868,22.3,22.3,77.7,"Jaberg (BE)",
869,32.3,32.3,67.7,"Kaufdorf (BE)",
870,33.2,33.2,66.8,"Kehrsatz (BE)",
872,17,17,83,"Kirchdorf (BE)",
879,17,17,83,"Riggisberg (BE)",
880,13.9,13.9,86.1,"Rüeggisberg (BE)",
883,21.7,21.7,78.3,"Seftigen (BE)",
884,21.4,21.4,78.6,"Toffen (BE)",
885,21,21,79,"Uttigen (BE)",
886,16.7,16.7,83.3,"Wattenwil (BE)",
888,15.8,15.8,84.2,"Wald (BE)",
889,24.1,24.1,75.9,"Thurnen (BE)",
901,9,9,91,"Eggiwil (BE)",
902,26.8,26.8,73.2,"Langnau im Emmental (BE)",
903,11.3,11.3,88.7,"Lauperswil (BE)",
904,4.4,4.4,95.6,"Röthenbach im Emmental (BE)",
905,13.3,13.3,86.7,"Rüderswil (BE)",
906,5.4,5.4,94.6,"Schangnau (BE)",
907,13.6,13.6,86.4,"Signau (BE)",
908,17.7,17.7,82.3,"Trub (BE)",
909,17.5,17.5,82.5,"Trubschachen (BE)",
921,16,16,84,"Amsoldingen (BE)",
922,17.5,17.5,82.5,"Blumenstein (BE)",
923,8.4,8.4,91.6,"Buchholterberg (BE)",
924,10.7,10.7,89.3,"Eriz (BE)",
925,11.5,11.5,88.5,"Fahrni (BE)",
927,22.8,22.8,77.2,"Heiligenschwendi (BE)",
928,15.9,15.9,84.1,"Heimberg (BE)",
929,27.1,27.1,72.9,"Hilterfingen (BE)",
931,8.6,8.6,91.4,"Homberg (BE)",
932,13.6,13.6,86.4,"Horrenbach-Buchen (BE)",
934,23.8,23.8,76.2,"Oberhofen am Thunersee (BE)",
935,11.4,11.4,88.6,"Oberlangenegg (BE)",
936,8.7,8.7,91.3,"Pohlern (BE)",
938,17.3,17.3,82.7,"Sigriswil (BE)",
939,23.9,23.9,76.1,"Steffisburg (BE)",
940,5.2,5.2,94.8,"Teuffenthal (BE)",
941,19.3,19.3,80.7,"Thierachern (BE)",
942,29.4,29.4,70.6,"Thoune (BE)",
943,12.4,12.4,87.6,"Uebeschi (BE)",
944,17.4,17.4,82.6,"Uetendorf (BE)",
945,14.2,14.2,85.8,"Unterlangenegg (BE)",
946,6.2,6.2,93.8,"Wachseldorn (BE)",
948,18.1,18.1,81.9,"Forst-Längenbühl (BE)",
951,8.3,8.3,91.7,"Affoltern im Emmental (BE)",
952,7.4,7.4,92.6,"Dürrenroth (BE)",
953,14.9,14.9,85.1,"Eriswil (BE)",
954,17.1,17.1,82.9,"Huttwil (BE)",
955,17.4,17.4,82.6,"Lützelflüh (BE)",
956,12.6,12.6,87.4,"Rüegsau (BE)",
957,17,17,83,"Sumiswald (BE)",
958,14.4,14.4,85.6,"Trachselwald (BE)",
959,9.8,9.8,90.2,"Walterswil (BE)",
960,13.3,13.3,86.7,"Wyssachen (BE)",
971,12.2,12.2,87.8,"Attiswil (BE)",
972,8,8,92,"Berken (BE)",
973,18.4,18.4,81.6,"Bettenhausen (BE)",
975,19,19,81,"Farnern (BE)",
976,18.2,18.2,81.8,"Graben (BE)",
977,13.5,13.5,86.5,"Heimenhausen (BE)",
979,22.6,22.6,77.4,"Herzogenbuchsee (BE)",
980,9.8,9.8,90.2,"Inkwil (BE)",
981,16,16,84,"Niederbipp (BE)",
982,15.8,15.8,84.2,"Niederönz (BE)",
983,14.7,14.7,85.3,"Oberbipp (BE)",
985,12.7,12.7,87.3,"Ochlenberg (BE)",
987,7.3,7.3,92.7,"Rumisberg (BE)",
988,14.7,14.7,85.3,"Seeberg (BE)",
989,10.5,10.5,89.5,"Thörigen (BE)",
990,10,10,90,"Walliswil bei Niederbipp (BE)",
991,14.8,14.8,85.2,"Walliswil bei Wangen (BE)",
992,11.2,11.2,88.8,"Wangen an der Aare (BE)",
995,17.3,17.3,82.7,"Wiedlisbach (BE)",
